episode,step,agent,newly_marked,coverage_total,team_reward_share,target_total,coverage_bonus,time_penalty,proximity_penalty,collision_penalty,obsDistance_penalty,idle_penalty,reward_total,done_reason
2,6,agent_1,1,3,0.0,0,1.0,-0.014,0.0,0.0,-1.0,-0.3,-0.314,
2,6,agent_2,0,3,0.0,0,0.0,-0.014,0.0,0.0,0.0,-0.3,-0.314,
2,7,agent_1,0,3,0.0,0,0.0,-0.016,0.0,0.0,-1.0,-0.3,-1.316,
2,7,agent_2,0,3,0.0,0,0.0,-0.016,0.0,0.0,0.0,-0.3,-0.316,
2,8,agent_1,0,4,0.0,0,0.0,-0.018000000000000002,0.0,0.0,-1.0,-0.3,-1.318,
2,8,agent_2,1,4,0.0,0,1.0,-0.018000000000000002,0.0,0.0,-0.3694168329238892,-0.3,0.31258316707611083,
2,9,agent_1,0,4,0.0,0,0.0,-0.02,-2.8473793325363948e-05,0.0,-1.0,-0.3,-1.3200284737933254,
2,9,agent_2,0,4,0.0,0,0.0,-0.02,-2.8473793325363948e-05,0.0,-0.5515107363462448,-0.3,-0.8715392101395703,
2,10,agent_1,0,4,0.0,0,0.0,-0.022,-8.11151543998866e-05,0.0,-1.0,-0.3,-1.3220811151543999,
2,10,agent_2,0,4,0.0,0,0.0,-0.022,-8.11151543998866e-05,0.0,0.0,-0.3,-0.32208111515439986,
2,11,agent_1,0,4,0.0,0,0.0,-0.024,-0.012383250066774765,0.0,-1.0,-0.3,-1.3363832500667747,
2,11,agent_2,0,4,0.0,0,0.0,-0.024,-0.012383250066774765,0.0,-0.8256264813244343,-0.3,-1.162009731391209,
2,12,agent_1,0,4,0.0,0,0.0,-0.026000000000000002,-0.014278404658919722,0.0,-1.0,-0.3,-1.3402784046589198,
2,12,agent_2,0,4,0.0,0,0.0,-0.026000000000000002,-0.014278404658919722,0.0,-0.9414163688197732,-0.3,-1.281694773478693,
2,13,agent_1,0,4,0.0,0,0.0,-0.028,-0.0195950838935055,0.0,-1.0,-0.3,-1.3475950838935056,
2,13,agent_2,0,4,0.0,0,0.0,-0.028,-0.0195950838935055,0.0,-0.9500026600435376,-0.3,-1.2975977439370432,
2,14,agent_1,0,4,0.0,0,0.0,-0.03,-0.002959240845821695,0.0,-1.0,-0.3,-1.3329592408458217,
2,14,agent_2,0,4,0.0,0,0.0,-0.03,-0.002959240845821695,0.0,-0.7621306963264942,-0.3,-1.095089937172316,
2,15,agent_1,0,4,0.0,0,0.0,-0.032,-0.0019962842961744748,0.0,-1.0,-0.3,-1.3339962842961746,
2,15,agent_2,0,4,0.0,0,0.0,-0.032,-0.0019962842961744748,0.0,-0.7370667010545731,-0.3,-1.0710629853507476,
2,16,agent_1,0,4,0.0,0,0.0,-0.034,-0.02312471570756717,0.0,-1.0,-0.3,-1.3571247157075672,
2,16,agent_2,0,4,0.0,0,0.0,-0.034,-0.02312471570756717,0.0,-0.9183699209243059,-0.3,-1.2754946366318731,
2,17,agent_1,0,4,0.0,0,0.0,-0.036000000000000004,-0.037431358060412485,0.0,-1.0,-0.3,-1.3734313580604125,
2,17,agent_2,0,4,0.0,0,0.0,-0.036000000000000004,-0.037431358060412485,0.0,-1.0,-0.3,-1.3734313580604125,
2,18,agent_1,0,4,0.0,0,0.0,-0.038,-0.08130832105298111,0.0,-1.0,-0.3,-1.419308321052981,
2,18,agent_2,0,4,0.0,0,0.0,-0.038,-0.08130832105298111,0.0,-1.0,-0.3,-1.419308321052981,
2,19,agent_1,0,4,0.0,0,0.0,-0.04,-0.043971612871039394,0.0,-1.0,-0.3,-1.3839716128710395,
2,19,agent_2,0,4,0.0,0,0.0,-0.04,-0.043971612871039394,0.0,-1.0,-0.3,-1.3839716128710395,
2,20,agent_1,0,4,0.0,0,0.0,-0.042,-0.049611181888078455,0.0,-1.0,-0.3,-1.3916111818880785,
2,20,agent_2,0,4,0.0,0,0.0,-0.042,-0.049611181888078455,0.0,-1.0,-0.3,-1.3916111818880785,
2,21,agent_1,0,4,0.0,0,0.0,-0.044,-0.07097887991718405,0.0,-1.0,-0.3,-1.414978879917184,
2,21,agent_2,0,4,0.0,0,0.0,-0.044,-0.07097887991718405,0.0,-1.0,-0.3,-1.414978879917184,
2,22,agent_1,0,4,0.0,0,0.0,-0.046,-0.06415016460566883,0.0,-1.0,-0.3,-1.4101501646056689,
2,22,agent_2,0,4,0.0,0,0.0,-0.046,-0.06415016460566883,0.0,-1.0,-0.3,-1.4101501646056689,
2,23,agent_1,0,4,0.0,0,0.0,-0.048,-0.10055802294960133,0.0,-1.0,-0.3,-1.4485580229496013,
2,23,agent_2,0,4,0.0,0,0.0,-0.048,-0.10055802294960133,0.0,-1.0,-0.3,-1.4485580229496013,
2,24,agent_1,0,4,0.0,0,0.0,-0.05,-0.07770652054580635,0.0,-1.0,-0.3,-1.4277065205458064,
2,24,agent_2,0,4,0.0,0,0.0,-0.05,-0.07770652054580635,0.0,-1.0,-0.3,-1.4277065205458064,
2,25,agent_1,0,4,0.0,0,0.0,-0.052000000000000005,-0.07682224737143953,0.0,-1.0,-0.3,-1.4288222473714396,
2,25,agent_2,0,4,0.0,0,0.0,-0.052000000000000005,-0.07682224737143953,0.0,-1.0,-0.3,-1.4288222473714396,
2,26,agent_1,0,4,0.0,0,0.0,-0.054,-0.06221936650937185,0.0,-1.0,-0.3,-1.4162193665093719,
2,26,agent_2,0,4,0.0,0,0.0,-0.054,-0.06221936650937185,0.0,-1.0,-0.3,-1.4162193665093719,
2,27,agent_1,0,4,0.0,0,0.0,-0.056,-0.03216131773904116,0.0,-1.0,-0.3,-1.3881613177390413,
2,27,agent_2,0,4,0.0,0,0.0,-0.056,-0.03216131773904116,0.0,-0.9410841381177306,-0.3,-1.329245455856772,
2,28,agent_1,0,4,0.0,0,0.0,-0.058,-0.05336516462291036,0.0,-1.0,-0.3,-1.4113651646229104,
2,28,agent_2,0,4,0.0,0,0.0,-0.058,-0.05336516462291036,0.0,-1.0,-0.3,-1.4113651646229104,
2,29,agent_1,1,5,0.0,0,1.0,-0.06,-0.07281556037785479,0.0,-1.0,-0.3,-0.4328155603778548,
2,29,agent_2,0,5,0.0,0,0.0,-0.06,-0.07281556037785479,0.0,-1.0,-0.3,-1.432815560377855,
2,30,agent_1,0,5,0.0,0,0.0,-0.062,-0.028765167119265314,0.0,-1.0,-0.3,-1.3907651671192653,
2,30,agent_2,0,5,0.0,0,0.0,-0.062,-0.028765167119265314,0.0,-0.9199638701975346,-0.3,-1.3107290373168,
2,31,agent_1,0,5,0.0,0,0.0,-0.064,-0.00366511914781263,0.0,-1.0,-0.3,-1.3676651191478126,
2,31,agent_2,0,5,0.0,0,0.0,-0.064,-0.00366511914781263,0.0,-0.6717503666877747,-0.3,-1.0394154858355873,
2,32,agent_1,0,5,0.0,0,0.0,-0.066,-0.00907054208878665,-50.0,-1.0,-0.3,-51.375070542088785,collision
2,32,agent_2,0,5,0.0,0,0.0,-0.066,-0.00907054208878665,-50.0,-0.7504661791026592,-0.3,-51.125536721191445,collision
3,0,agent_1,1,2,0.0,0,1.0,-0.002,0.0,0.0,-1.0,-0.3,-0.302,
3,0,agent_2,1,2,0.0,0,1.0,-0.002,0.0,0.0,-0.5509584620594978,-0.3,0.14704153794050218,
3,1,agent_1,0,2,0.0,0,0.0,-0.004,0.0,0.0,-0.9875198828522116,-0.3,-1.2915198828522116,
3,1,agent_2,0,2,0.0,0,0.0,-0.004,0.0,0.0,-0.5540998503565788,-0.3,-0.8580998503565789,
3,2,agent_1,0,2,0.0,0,0.0,-0.006,0.0,0.0,-0.8442418780177832,-0.3,-1.1502418780177832,
3,2,agent_2,0,2,0.0,0,0.0,-0.006,0.0,0.0,-0.39005006104707723,-0.3,-0.6960500610470772,
3,3,agent_1,0,2,0.0,0,0.0,-0.008,0.0,0.0,-0.8509401828050613,-0.3,-1.1589401828050614,
3,3,agent_2,0,2,0.0,0,0.0,-0.008,0.0,0.0,-0.23515930771827703,-0.3,-0.543159307718277,
3,4,agent_1,0,2,0.0,0,0.0,-0.01,0.0,0.0,-0.8818352911621332,-0.3,-1.1918352911621333,
3,4,agent_2,0,2,0.0,0,0.0,-0.01,0.0,0.0,-0.6524191647768021,-0.3,-0.9624191647768021,
3,5,agent_1,0,2,0.0,0,0.0,-0.012,0.0,0.0,-1.0,-0.3,-1.312,
3,5,agent_2,0,2,0.0,0,0.0,-0.012,0.0,0.0,-0.13631305098533636,-0.3,-0.44831305098533636,
3,6,agent_1,0,2,0.0,0,0.0,-0.014,0.0,0.0,-0.9259220017120242,-0.3,-1.2399220017120243,
3,6,agent_2,0,2,0.0,0,0.0,-0.014,0.0,0.0,-0.1669000685214997,-0.3,-0.4809000685214997,
3,7,agent_1,1,3,0.0,0,1.0,-0.016,0.0,0.0,-0.9409638717770576,-0.3,-0.25696387177705765,
3,7,agent_2,0,3,0.0,0,0.0,-0.016,0.0,0.0,-0.1708508878946305,-0.3,-0.4868508878946305,
3,8,agent_1,0,3,0.0,0,0.0,-0.018000000000000002,0.0,0.0,-0.8772197682410479,-0.3,-1.195219768241048,
3,8,agent_2,0,3,0.0,0,0.0,-0.018000000000000002,0.0,0.0,-0.6560689061880112,-0.3,-0.9740689061880112,
3,9,agent_1,0,3,0.0,0,0.0,-0.02,0.0,0.0,-0.9354971945285797,-0.3,-1.2554971945285798,
3,9,agent_2,0,3,0.0,0,0.0,-0.02,0.0,0.0,-0.5569109544157982,-0.3,-0.8769109544157982,
3,10,agent_1,0,3,0.0,0,0.0,-0.022,0.0,0.0,-1.0,-0.3,-1.322,
3,10,agent_2,0,3,0.0,0,0.0,-0.022,0.0,0.0,-0.5675414428114891,-0.3,-0.8895414428114892,
3,11,agent_1,0,3,0.0,0,0.0,-0.024,0.0,0.0,-1.0,-0.3,-1.324,
3,11,agent_2,0,3,0.0,0,0.0,-0.024,0.0,0.0,-0.5595897734165192,-0.3,-0.8835897734165192,
3,12,agent_1,0,3,0.0,0,0.0,-0.026000000000000002,0.0,0.0,-1.0,-0.3,-1.326,
3,12,agent_2,0,3,0.0,0,0.0,-0.026000000000000002,0.0,0.0,-0.5836112275719643,-0.3,-0.9096112275719643,
3,13,agent_1,0,3,0.0,0,0.0,-0.028,0.0,0.0,-1.0,-0.3,-1.328,
3,13,agent_2,0,3,0.0,0,0.0,-0.028,0.0,0.0,-0.5179682597517967,-0.3,-0.8459682597517968,
3,14,agent_1,0,3,0.0,0,0.0,-0.03,0.0,0.0,-1.0,-0.3,-1.33,
3,14,agent_2,0,3,0.0,0,0.0,-0.03,0.0,0.0,-0.5176007598638535,-0.3,-0.8476007598638535,
3,15,agent_1,0,3,0.0,0,0.0,-0.032,0.0,0.0,-1.0,-0.3,-1.332,
3,15,agent_2,0,3,0.0,0,0.0,-0.032,0.0,0.0,-0.42903939634561544,-0.3,-0.7610393963456155,
3,16,agent_1,0,3,0.0,0,0.0,-0.034,0.0,0.0,-1.0,-0.3,-1.334,
3,16,agent_2,0,3,0.0,0,0.0,-0.034,0.0,0.0,-0.6772715449333191,-0.3,-1.0112715449333192,
3,17,agent_1,0,3,0.0,0,0.0,-0.036000000000000004,0.0,0.0,-1.0,-0.3,-1.336,
3,17,agent_2,0,3,0.0,0,0.0,-0.036000000000000004,0.0,0.0,0.0,-0.3,-0.33599999999999997,
3,18,agent_1,0,3,0.0,0,0.0,-0.038,0.0,0.0,-1.0,-0.3,-1.338,
3,18,agent_2,0,3,0.0,0,0.0,-0.038,0.0,0.0,-0.676869697868824,-0.3,-1.014869697868824,
3,19,agent_1,0,3,0.0,0,0.0,-0.04,0.0,0.0,-1.0,-0.3,-1.34,
3,19,agent_2,0,3,0.0,0,0.0,-0.04,0.0,0.0,-0.7988265566527843,-0.3,-1.1388265566527844,
3,20,agent_1,0,3,0.0,0,0.0,-0.042,0.0,0.0,-1.0,-0.3,-1.342,
3,20,agent_2,0,3,0.0,0,0.0,-0.042,0.0,0.0,-0.6949834376573563,-0.3,-1.0369834376573563,
3,21,agent_1,0,3,0.0,0,0.0,-0.044,0.0,0.0,-1.0,-0.3,-1.344,
3,21,agent_2,0,3,0.0,0,0.0,-0.044,0.0,0.0,-0.5516664162278175,-0.3,-0.8956664162278176,
3,22,agent_1,0,3,0.0,0,0.0,-0.046,0.0,0.0,-1.0,-0.3,-1.346,
3,22,agent_2,0,3,0.0,0,0.0,-0.046,0.0,0.0,-0.6948325075209141,-0.3,-1.0408325075209142,
3,23,agent_1,0,3,0.0,0,0.0,-0.048,0.0,0.0,-1.0,-0.3,-1.348,
3,23,agent_2,0,3,0.0,0,0.0,-0.048,0.0,0.0,-0.8379752784967422,-0.3,-1.1859752784967423,
3,24,agent_1,0,3,0.0,0,0.0,-0.05,0.0,0.0,-1.0,-0.3,-1.35,
3,24,agent_2,0,3,0.0,0,0.0,-0.05,0.0,0.0,-0.8513940442353487,-0.3,-1.2013940442353488,
3,25,agent_1,0,4,0.0,0,0.0,-0.052000000000000005,0.0,0.0,-1.0,-0.3,-1.352,
3,25,agent_2,1,4,0.0,0,1.0,-0.052000000000000005,0.0,0.0,-0.07313980162143713,-0.3,0.5748601983785628,
3,26,agent_1,0,4,0.0,0,0.0,-0.054,0.0,0.0,-1.0,-0.3,-1.354,
3,26,agent_2,0,4,0.0,0,0.0,-0.054,0.0,0.0,-0.23093207180500036,-0.3,-0.5849320718050004,
3,27,agent_1,0,4,0.0,0,0.0,-0.056,0.0,-50.0,-1.0,-0.3,-51.356,collision
3,27,agent_2,0,4,0.0,0,0.0,-0.056,0.0,-50.0,-0.15667936205863958,-0.3,-50.51267936205864,collision
4,0,agent_1,1,2,0.0,0,1.0,-0.002,0.0,0.0,0.0,-0.3,0.698,
4,0,agent_2,1,2,0.0,0,1.0,-0.002,0.0,0.0,-0.5386093109846115,-0.3,0.1593906890153885,
4,1,agent_1,0,2,0.0,0,0.0,-0.004,0.0,0.0,0.0,-0.3,-0.304,
4,1,agent_2,0,2,0.0,0,0.0,-0.004,0.0,0.0,0.0,-0.3,-0.304,
4,2,agent_1,0,2,0.0,0,0.0,-0.006,0.0,0.0,-0.8332450166344643,-0.3,-1.1392450166344643,
4,2,agent_2,0,2,0.0,0,0.0,-0.006,0.0,0.0,-0.6558236703276634,-0.3,-0.9618236703276635,
4,3,agent_1,0,2,0.0,0,0.0,-0.008,0.0,0.0,-0.8479218035936356,-0.3,-1.1559218035936356,
4,3,agent_2,0,2,0.0,0,0.0,-0.008,0.0,0.0,-0.7675887681543827,-0.3,-1.0755887681543828,
4,4,agent_1,0,2,0.0,0,0.0,-0.01,0.0,0.0,-0.8570961225777864,-0.3,-1.1670961225777865,
4,4,agent_2,0,2,0.0,0,0.0,-0.01,0.0,0.0,-0.8625107388943434,-0.3,-1.1725107388943434,
4,5,agent_1,0,2,0.0,0,0.0,-0.012,0.0,0.0,-1.0,-0.3,-1.312,
4,5,agent_2,0,2,0.0,0,0.0,-0.012,0.0,0.0,-0.8644296266138554,-0.3,-1.1764296266138554,
4,6,agent_1,0,2,0.0,0,0.0,-0.014,0.0,0.0,-0.8081263713538647,-0.3,-1.1221263713538647,
4,6,agent_2,0,2,0.0,0,0.0,-0.014,0.0,0.0,-0.9939557281322777,-0.3,-1.3079557281322778,
4,7,agent_1,0,3,0.0,0,0.0,-0.016,0.0,0.0,-0.8470823001116514,-0.3,-1.1630823001116515,
4,7,agent_2,1,3,0.0,0,1.0,-0.016,0.0,0.0,-1.0,-0.3,-0.316,
4,8,agent_1,0,3,0.0,0,0.0,-0.018000000000000002,0.0,0.0,-0.9093008507043123,-0.3,-1.2273008507043124,
4,8,agent_2,0,3,0.0,0,0.0,-0.018000000000000002,0.0,0.0,-0.9821018672082573,-0.3,-1.3001018672082574,
4,9,agent_1,0,3,0.0,0,0.0,-0.02,0.0,0.0,-0.9007523246109486,-0.3,-1.2207523246109486,
4,9,agent_2,0,3,0.0,0,0.0,-0.02,0.0,0.0,-0.9945016525452957,-0.3,-1.3145016525452957,
4,10,agent_1,0,3,0.0,0,0.0,-0.022,0.0,0.0,-1.0,-0.3,-1.322,
4,10,agent_2,0,3,0.0,0,0.0,-0.022,0.0,0.0,-1.0,-0.3,-1.322,
4,11,agent_1,0,3,0.0,0,0.0,-0.024,0.0,0.0,-0.8710187617689371,-0.3,-1.1950187617689372,
4,11,agent_2,0,3,0.0,0,0.0,-0.024,0.0,0.0,-1.0,-0.3,-1.324,
4,12,agent_1,0,3,0.0,0,0.0,-0.026000000000000002,0.0,0.0,-0.830540381371975,-0.3,-1.156540381371975,
4,12,agent_2,0,3,0.0,0,0.0,-0.026000000000000002,0.0,0.0,-1.0,-0.3,-1.326,
4,13,agent_1,0,3,0.0,0,0.0,-0.028,0.0,0.0,-0.9738182569853961,-0.3,-1.3018182569853962,
4,13,agent_2,0,3,0.0,0,0.0,-0.028,0.0,0.0,-1.0,-0.3,-1.328,
4,14,agent_1,1,4,0.0,0,1.0,-0.03,0.0,0.0,-0.83050137758255,-0.3,-0.16050137758255004,
4,14,agent_2,0,4,0.0,0,0.0,-0.03,0.0,0.0,-1.0,-0.3,-1.33,
4,15,agent_1,0,4,0.0,0,0.0,-0.032,0.0,0.0,-0.8523389548063278,-0.3,-1.184338954806328,
4,15,agent_2,0,4,0.0,0,0.0,-0.032,0.0,0.0,-0.8878251761198044,-0.3,-1.2198251761198045,
4,16,agent_1,0,4,0.0,0,0.0,-0.034,0.0,0.0,-0.9531281972303987,-0.3,-1.2871281972303987,
4,16,agent_2,0,4,0.0,0,0.0,-0.034,0.0,0.0,-1.0,-0.3,-1.334,
4,17,agent_1,0,4,0.0,0,0.0,-0.036000000000000004,0.0,0.0,-0.975141913164407,-0.3,-1.311141913164407,
4,17,agent_2,0,4,0.0,0,0.0,-0.036000000000000004,0.0,0.0,-1.0,-0.3,-1.336,
4,18,agent_1,0,4,0.0,0,0.0,-0.038,0.0,0.0,-1.0,-0.3,-1.338,
4,18,agent_2,0,4,0.0,0,0.0,-0.038,0.0,0.0,-0.9019046407192945,-0.3,-1.2399046407192946,
4,19,agent_1,0,4,0.0,0,0.0,-0.04,0.0,0.0,-0.974678042344749,-0.3,-1.314678042344749,
4,19,agent_2,0,4,0.0,0,0.0,-0.04,0.0,0.0,-0.9792056786827743,-0.3,-1.3192056786827744,
4,20,agent_1,0,4,0.0,0,0.0,-0.042,0.0,0.0,-1.0,-0.3,-1.342,
4,20,agent_2,0,4,0.0,0,0.0,-0.042,0.0,0.0,-1.0,-0.3,-1.342,
4,21,agent_1,0,4,0.0,0,0.0,-0.044,0.0,0.0,-1.0,-0.3,-1.344,
4,21,agent_2,0,4,0.0,0,0.0,-0.044,0.0,0.0,-1.0,-0.3,-1.344,
4,22,agent_1,0,4,0.0,0,0.0,-0.046,0.0,0.0,0.0,-0.3,-0.346,
4,22,agent_2,0,4,0.0,0,0.0,-0.046,0.0,0.0,-1.0,-0.3,-1.346,
4,23,agent_1,0,4,0.0,0,0.0,-0.048,0.0,-50.0,0.0,-0.3,-50.348,collision
4,23,agent_2,0,4,0.0,0,0.0,-0.048,0.0,-50.0,-1.0,-0.3,-51.348,collision
5,0,agent_1,1,2,0.0,0,1.0,-0.002,0.0,0.0,-1.0,-0.3,-0.302,
5,0,agent_2,1,2,0.0,0,1.0,-0.002,0.0,0.0,-0.5562509819865227,-0.3,0.14174901801347733,
5,1,agent_1,0,2,0.0,0,0.0,-0.004,0.0,0.0,-1.0,-0.3,-1.304,
5,1,agent_2,0,2,0.0,0,0.0,-0.004,0.0,0.0,-0.6803007274866104,-0.3,-0.9843007274866105,
5,2,agent_1,0,2,0.0,0,0.0,-0.006,0.0,0.0,0.0,-0.3,-0.306,
5,2,agent_2,0,2,0.0,0,0.0,-0.006,0.0,0.0,-0.7711664624512196,-0.3,-1.0771664624512196,
5,3,agent_1,0,2,0.0,0,0.0,-0.008,0.0,0.0,-0.9535901891067624,-0.3,-1.2615901891067625,
5,3,agent_2,0,2,0.0,0,0.0,-0.008,0.0,0.0,-0.6470500901341438,-0.3,-0.9550500901341439,
5,4,agent_1,0,2,0.0,0,0.0,-0.01,0.0,0.0,-1.0,-0.3,-1.31,
5,4,agent_2,0,2,0.0,0,0.0,-0.01,0.0,0.0,0.0,-0.3,-0.31,
5,5,agent_1,0,2,0.0,0,0.0,-0.012,0.0,0.0,-1.0,-0.3,-1.312,
5,5,agent_2,0,2,0.0,0,0.0,-0.012,0.0,0.0,-0.6112159267067909,-0.3,-0.923215926706791,
5,6,agent_1,0,2,0.0,0,0.0,-0.014,0.0,0.0,-1.0,-0.3,-1.314,
5,6,agent_2,0,2,0.0,0,0.0,-0.014,0.0,0.0,-0.6917631849646568,-0.3,-1.0057631849646569,
5,7,agent_1,0,2,0.0,0,0.0,-0.016,0.0,0.0,-1.0,-0.3,-1.316,
5,7,agent_2,0,2,0.0,0,0.0,-0.016,0.0,0.0,-0.828772135078907,-0.3,-1.144772135078907,
5,8,agent_1,0,2,0.0,0,0.0,-0.018000000000000002,0.0,0.0,-1.0,-0.3,-1.318,
5,8,agent_2,0,2,0.0,0,0.0,-0.018000000000000002,0.0,0.0,-0.9237127602100372,-0.3,-1.2417127602100373,
5,9,agent_1,0,2,0.0,0,0.0,-0.02,0.0,0.0,-1.0,-0.3,-1.32,
5,9,agent_2,0,2,0.0,0,0.0,-0.02,0.0,0.0,-0.8887794930487871,-0.3,-1.2087794930487872,
5,10,agent_1,0,2,0.0,0,0.0,-0.022,0.0,0.0,-1.0,-0.3,-1.322,
5,10,agent_2,0,2,0.0,0,0.0,-0.022,0.0,0.0,-1.0,-0.3,-1.322,
5,11,agent_1,0,2,0.0,0,0.0,-0.024,0.0,0.0,-1.0,-0.3,-1.324,
5,11,agent_2,0,2,0.0,0,0.0,-0.024,0.0,0.0,-1.0,-0.3,-1.324,
5,12,agent_1,0,2,0.0,0,0.0,-0.026000000000000002,0.0,0.0,-1.0,-0.3,-1.326,
5,12,agent_2,0,2,0.0,0,0.0,-0.026000000000000002,0.0,0.0,-0.8943627625703812,-0.3,-1.2203627625703812,
5,13,agent_1,0,2,0.0,0,0.0,-0.028,0.0,0.0,-1.0,-0.3,-1.328,
5,13,agent_2,0,2,0.0,0,0.0,-0.028,0.0,0.0,-0.8384193144738674,-0.3,-1.1664193144738675,
5,14,agent_1,0,2,0.0,0,0.0,-0.03,0.0,-50.0,-1.0,-0.3,-51.33,collision
5,14,agent_2,0,2,0.0,0,0.0,-0.03,0.0,-50.0,-0.8230050876736641,-0.3,-51.15300508767366,collision
