num_healthy_workers,actor_manager_num_outstanding_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_env_steps_sampled_lifetime,num_agent_steps_sampled_lifetime,num_steps_trained_this_iter,agent_timesteps_total,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,my_cumulative_episodes,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,env_runners/episode_reward_max,env_runners/episode_reward_min,env_runners/episode_reward_mean,env_runners/episode_len_mean,env_runners/episodes_timesteps_total,env_runners/num_faulty_episodes,env_runners/num_episodes,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/episodes_this_iter,timers/training_iteration_time_ms,timers/restore_workers_time_ms,timers/training_step_time_ms,timers/sample_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,env_runners/hist_stats/episode_reward,env_runners/hist_stats/episode_lengths
1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,44,c3958_00000,2025-11-19_13-14-40,1763554480,120.11178970336914,7098.570510625839,82492,SusudeMacBook-Pro.local,127.0.0.1,7098.570510625839,44,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60054.348,0.023,60054.292,60054.274,0,0,0,0,14.253216374269007,76.47894736842105,[],[]
1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,45,c3958_00000,2025-11-19_13-19-51,1763554791,310.6030170917511,7409.17352771759,82492,SusudeMacBook-Pro.local,127.0.0.1,7409.17352771759,45,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60054.875,0.021,60054.824,60054.808,0,0,0,0,22.18647058823529,76.32882352941176,[],[]
1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,46,c3958_00000,2025-11-19_13-24-39,1763555079,288.2739360332489,7697.447463750839,82492,SusudeMacBook-Pro.local,127.0.0.1,7697.447463750839,46,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,76871.901,0.021,76871.844,76871.822,0,0,0,0,21.879411764705882,76.52000000000001,[],[]
1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,47,c3958_00000,2025-11-19_13-26-39,1763555199,120.10337114334106,7817.55083489418,82492,SusudeMacBook-Pro.local,127.0.0.1,7817.55083489418,47,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,76871.965,0.023,76871.904,76871.884,0,0,0,0,16.125730994152047,76.35964912280703,[],[]
1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,48,c3958_00000,2025-11-19_13-28-39,1763555319,120.1057710647583,7937.656605958939,82492,SusudeMacBook-Pro.local,127.0.0.1,7937.656605958939,48,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,76871.503,0.021,76871.447,76871.429,0,0,0,0,17.842690058479533,76.71929824561403,[],[]
1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,49,c3958_00000,2025-11-19_13-30-39,1763555439,120.10657930374146,8057.76318526268,82492,SusudeMacBook-Pro.local,127.0.0.1,8057.76318526268,49,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,76871.612,0.023,76871.553,76871.535,0,0,0,0,17.16470588235294,76.61058823529412,[],[]
1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,50,c3958_00000,2025-11-19_13-32-40,1763555560,120.1121678352356,8177.875353097916,82492,SusudeMacBook-Pro.local,127.0.0.1,8177.875353097916,50,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,76872.376,0.028,76872.306,76872.285,0,0,0,0,18.178362573099417,77.43157894736841,[],[]
1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,51,c3958_00000,2025-11-19_13-34-40,1763555680,120.11421418190002,8297.989567279816,82492,SusudeMacBook-Pro.local,127.0.0.1,8297.989567279816,51,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,76872.625,0.027,76872.557,76872.538,0,0,0,0,14.559064327485382,76.47894736842105,[],[]
1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,52,c3958_00000,2025-11-19_13-36-40,1763555800,120.10472416877747,8418.094291448593,82492,SusudeMacBook-Pro.local,127.0.0.1,8418.094291448593,52,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,76872.304,0.028,76872.237,76872.218,0,0,0,0,14.934117647058825,76.37176470588236,[],[]
1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,53,c3958_00000,2025-11-19_13-38-40,1763555920,120.18110203742981,8538.275393486023,82492,SusudeMacBook-Pro.local,127.0.0.1,8538.275393486023,53,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,76874.329,0.023,76874.271,76874.255,0,0,0,0,14.68830409356725,75.58011695906431,[],[]
1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,54,c3958_00000,2025-11-19_13-40-40,1763556040,120.20027685165405,8658.475670337677,82492,SusudeMacBook-Pro.local,127.0.0.1,8658.475670337677,54,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,76878.222,0.02,76878.171,76878.156,0,0,0,0,13.945882352941178,75.42117647058822,[],[]
1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,55,c3958_00000,2025-11-19_13-42-40,1763556160,120.18228721618652,8778.657957553864,82492,SusudeMacBook-Pro.local,127.0.0.1,8778.657957553864,55,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,76882.675,0.02,76882.624,76882.609,0,0,0,0,14.74941176470588,75.52941176470588,[],[]
